Stage,Date,Distance,Origin,Destination,Type,Winner,Winner_Country,Year,rider_name,Gen_type,birth_date,birth_city
6,1982-07-08,233.0,Lille,Lille,Plain stage,Jan Raas,NED,1982,Jan_Raas,Flat stage,1952-11-08,Heinkenszand
7,1982-07-10,235.0,Cancale,Concarneau,Plain stage,Pol Verschuere,BEL,1982,Pol_Verschuere,Flat stage,1955-01-18,Courtrai
8,1982-07-11,201.0,Concarneau,Châteaulin,Plain stage,Frank Hoste,BEL,1982,Frank_Hoste,Flat stage,1955-08-29,Gand
9a,1982-07-12,69.0,Lorient,Plumelec,Team time trial,Renault–Elf–Gitane,,1982,Renault–Elf–Gitane,Flat stage,,
9b,1982-07-12,138.0,Plumelec,Nantes,Plain stage,Stefan Mutter,SUI,1982,Stefan_Mutter,Flat stage,1956-10-03,Bâle
10,1982-07-13,147.0,Saintes,Bordeaux,Plain stage,Pierre-Raymond Villemiane,FRA,1982,Pierre-Raymond_Villemiane,Flat stage,1951-03-12,Pineuilh
11,1982-07-14,57.0,Valence d'Agen,Valence d'Agen,Individual time trial,Gerrie Knetemann,NED,1982,Gerrie_Knetemann,Time trial,1951-03-06,Amsterdam
12,1982-07-15,249.0,Fleurance,Pau,Stage with mountain(s),Sean Kelly,IRE,1982,Sean_Kelly,Mountain stage,1956-05-24,Waterford
13,1982-07-16,122.0,Pau,Saint-Lary-Soulan Pla d'Adet,Stage with mountain(s),Beat Breu,SUI,1982,Beat_Breu,Mountain stage,1957-10-23,Saint-Gall
14,1982-07-18,33.0,Martigues,Martigues,Individual time trial,Bernard Hinault,FRA,1982,Bernard_Hinault,Time trial,1954-11-14,Yffiniac
15,1982-07-19,208.0,Manosque,Orcières-Merlette,Stage with mountain(s),Pascal Simon,FRA,1982,Pascal_Simon,Mountain stage,1956-09-27,Mesnil-Saint-Loup
16,1982-07-20,123.0,Orcières-Merlette,Alpe d'Huez,Stage with mountain(s),Beat Breu,SUI,1982,Beat_Breu,Mountain stage,1957-10-23,Saint-Gall
17,1982-07-21,251.0,Le Bourg-d'Oisans,Morzine,Stage with mountain(s),Peter Winnen,NED,1982,Peter_Winnen,Mountain stage,1957-09-05,Venray
18,1982-07-22,233.0,Morzine,Saint-Priest,Plain stage,Adrie van Houwelingen,NED,1982,Adrie_van_Houwelingen,Flat stage,,
19,1982-07-23,48.0,Saint-Priest,Saint-Priest,Individual time trial,Bernard Hinault,FRA,1982,Bernard_Hinault,Time trial,1954-11-14,Yffiniac
20,1982-07-24,161.0,Sens,Aulnay-sous-Bois,Plain stage,Daniel Willems,BEL,1982,Daniel_Willems,Flat stage,1956-08-16,Herentals
21,1982-07-25,187.0,Fontenay-sous-Bois,Paris,Plain stage,Bernard Hinault,FRA,1982,Bernard_Hinault,Flat stage,1954-11-14,Yffiniac
P,1981-06-25,6.0,Nice,Nice,Individual time trial,Bernard Hinault,FRA,1981,Bernard_Hinault,Time trial,1954-11-14,Yffiniac
1a,1981-06-26,97.0,Nice,Nice,Hilly stage,Freddy Maertens,BEL,1981,Freddy_Maertens,,1952-02-13,Nieuport
1b,1981-06-26,40.0,Nice,Nice,Team time trial,TI–Raleigh–Creda[11],,1981,TI–Raleigh–Creda[11],Flat stage,,
2,1981-06-27,254.0,Nice,Martigues,Plain stage,Johan van der Velde,NED,1981,Johan_van_der_Velde,Flat stage,1956-12-12,Rijsbergen
3,1981-06-28,232.0,Martigues,Narbonne,Plain stage,Freddy Maertens,BEL,1981,Freddy_Maertens,Flat stage,1952-02-13,Nieuport
4,1981-06-29,77.0,Narbonne,Carcassonne,Team time trial,TI–Raleigh–Creda,,1981,TI–Raleigh–Creda,Flat stage,,
5,1981-06-30,117.0,Saint-Gaudens,Pla d'Adet,Stage with mountain(s),Lucien Van Impe,BEL,1981,Lucien_Van_Impe,Mountain stage,1946-10-20,Erpe-Mere
6,1981-07-01,27.0,Nay,Pau,Individual time trial,Bernard Hinault,FRA,1981,Bernard_Hinault,Time trial,1954-11-14,Yffiniac
7,1981-07-02,227.0,Pau,Bordeaux,Plain stage,Urs Freuler,SUI,1981,Urs_Freuler,Flat stage,1958-11-06,Bilten
8,1981-07-03,182.0,Rochefort,Nantes,Plain stage,Ad Wijnands,NED,1981,Ad_Wijnands,Flat stage,1959-03-10,Maastricht
9,1981-07-05,197.0,Nantes,Le Mans,Plain stage,René Martens,BEL,1981,René_Martens,Flat stage,1955-05-27,Hasselt
10,1981-07-06,264.0,Le Mans,Aulnay-sous-Bois,Plain stage,Ad Wijnands,NED,1981,Ad_Wijnands,Flat stage,1959-03-10,Maastricht
11,1981-07-07,246.0,Compiègne,Roubaix,Plain stage,Daniel Willems,BEL,1981,Daniel_Willems,Flat stage,1956-08-16,Herentals
12a,1981-07-08,107.0,Roubaix,Brussels,Plain stage,Freddy Maertens,BEL,1981,Freddy_Maertens,Flat stage,1952-02-13,Nieuport
12b,1981-07-08,138.0,Brussels,Circuit Zolder,Plain stage,Eddy Planckaert,BEL,1981,Eddy_Planckaert,Flat stage,1958-09-22,Nevele
13,1981-07-09,157.0,Beringen,Hasselt,Plain stage,Freddy Maertens,BEL,1981,Freddy_Maertens,Flat stage,1952-02-13,Nieuport
14,1981-07-10,38.0,Mulhouse,Mulhouse,Individual time trial,Bernard Hinault,FRA,1981,Bernard_Hinault,Time trial,1954-11-14,Yffiniac
15,1981-07-11,231.0,Besançon,Thonon-les-Bains,Hilly stage,Sean Kelly,IRE,1981,Sean_Kelly,,1956-05-24,Waterford
16,1981-07-12,200.0,Thonon-les-Bains,Morzine,Stage with mountain(s),Robert Alban,FRA,1981,Robert_Alban,Mountain stage,1952-02-09,Saint-André-d'Huiriat
17,1981-07-14,230.0,Morzine,Alpe d'Huez,Stage with mountain(s),Peter Winnen,NED,1981,Peter_Winnen,Mountain stage,1957-09-05,Venray
18,1981-07-15,134.0,Le Bourg-d'Oisans,Le Pleynet,Stage with mountain(s),Bernard Hinault,FRA,1981,Bernard_Hinault,Mountain stage,1954-11-14,Yffiniac
19,1981-07-16,118.0,Veurey,Saint-Priest,Plain stage,Daniel Willems,BEL,1981,Daniel_Willems,Flat stage,1956-08-16,Herentals
20,1981-07-17,46.0,Saint-Priest,Saint-Priest,Individual time trial,Bernard Hinault,FRA,1981,Bernard_Hinault,Time trial,1954-11-14,Yffiniac
21,1981-07-18,207.0,Auxerre,Fontenay-sous-Bois,Plain stage,Johan van der Velde,NED,1981,Johan_van_der_Velde,Flat stage,1956-12-12,Rijsbergen
22,1981-07-19,187.0,Fontenay-sous-Bois,Paris,Plain stage,Freddy Maertens,BEL,1981,Freddy_Maertens,Flat stage,1952-02-13,Nieuport
P,1980-06-26,8.0,Frankfurt,Frankfurt,Individual time trial,Bernard Hinault,FRA,1980,Bernard_Hinault,Time trial,1954-11-14,Yffiniac
1a,1980-06-27,133.0,Frankfurt,Wiesbaden,Plain stage,Jan Raas,NED,1980,Jan_Raas,Flat stage,1952-11-08,Heinkenszand
1b,1980-06-27,46.0,Wiesbaden,Frankfurt,Team time trial,TI–Raleigh–Creda,,1980,TI–Raleigh–Creda,Flat stage,,
2,1980-06-28,276.0,Frankfurt,Metz,Plain stage,Rudy Pevenage,BEL,1980,Rudy_Pevenage,Flat stage,1954-06-15,Moerbeke
3,1980-06-29,282.0,Metz,Liège,Plain stage,Henk Lubberding,NED,1980,Henk_Lubberding,Flat stage,1953-08-04,Voorst
4,1980-06-30,35.0,Spa,Spa,Individual time trial,Bernard Hinault,FRA,1980,Bernard_Hinault,Time trial,1954-11-14,Yffiniac
5,1980-07-01,249.0,Liège,Lille,Plain stage,Bernard Hinault,FRA,1980,Bernard_Hinault,Flat stage,1954-11-14,Yffiniac
6,1980-07-02,216.0,Lille,Compiègne,Plain stage,Jean-Louis Gauthier,FRA,1980,Jean-Louis_Gauthier,Flat stage,1955-12-22,Angoulême
7a,1980-07-03,65.0,Compiègne,Beauvais,Team time trial,TI–Raleigh–Creda,,1980,TI–Raleigh–Creda,Flat stage,,
7b,1980-07-03,92.0,Beauvais,Rouen,Plain stage,Jan Raas,NED,1980,Jan_Raas,Flat stage,1952-11-08,Heinkenszand
8,1980-07-04,164.0,Flers,Saint-Malo,Plain stage,Bert Oosterbosch,NED,1980,Bert_Oosterbosch,Flat stage,1957-07-30,Eindhoven
9,1980-07-06,205.0,Saint-Malo,Nantes,Plain stage,Jan Raas,NED,1980,Jan_Raas,Flat stage,1952-11-08,Heinkenszand
10,1980-07-07,163.0,Rochefort,Bordeaux,Plain stage,Cees Priem,NED,1980,Cees_Priem,Flat stage,1950-10-27,Ovezande
11,1980-07-08,52.0,Damazan,Laplume,Individual time trial,Joop Zoetemelk,NED,1980,Joop_Zoetemelk,Time trial,1946-12-03,
12,1980-07-09,194.0,Agen,Pau,Plain stage,Gerrie Knetemann,NED,1980,Gerrie_Knetemann,Flat stage,1951-03-06,Amsterdam
13,1980-07-10,200.0,Pau,Bagnères-de-Luchon,Stage with mountain(s),Raymond Martin,FRA,1980,Raymond_Martin,Mountain stage,,
14,1980-07-11,189.0,Lézignan-Corbières,Montpellier,Plain stage,Ludo Peeters,BEL,1980,Ludo_Peeters,Flat stage,1953-08-09,Hoogstraten
15,1980-07-12,160.0,Montpellier,Martigues,Plain stage,Bernard Vallet,FRA,1980,Bernard_Vallet,Flat stage,1954-01-18,Vienne
16,1980-07-13,209.0,Trets,Pra-Loup,Stage with mountain(s),Jos De Schoenmaecker,BEL,1980,Jos_De_Schoenmaecker,Mountain stage,1947-10-02,Malines
17,1980-07-14,242.0,Serre Chevalier,Morzine,Stage with mountain(s),Mariano Martínez,FRA,1980,Mariano_Martínez,Mountain stage,1948-09-20,Burgos
18,1980-07-16,199.0,Morzine,Prapoutel,Stage with mountain(s),Ludo Loos,BEL,1980,Ludo_Loos,Mountain stage,1955-01-13,Essen
19,1980-07-17,140.0,Voreppe,Saint-Étienne,Hilly stage,Sean Kelly,IRE,1980,Sean_Kelly,,1956-05-24,Waterford
20,1980-07-18,34.0,Saint-Étienne,Saint-Étienne,Individual time trial,Joop Zoetemelk,NED,1980,Joop_Zoetemelk,Time trial,1946-12-03,
21,1980-07-19,208.0,Auxerre,Fontenay-sous-Bois,Plain stage,Sean Kelly,IRE,1980,Sean_Kelly,Flat stage,1956-05-24,Waterford
22,1980-07-20,186.0,Fontenay-sous-Bois,Paris,Plain stage,Pol Verschuere,BEL,1980,Pol_Verschuere,Flat stage,1955-01-18,Courtrai
P,1979-06-27,5.0,Fleurance,Fleurance,Individual time trial,Gerrie Knetemann,NED,1979,Gerrie_Knetemann,Time trial,1951-03-06,Amsterdam
1,1979-06-28,225.0,Fleurance,Luchon,Stage with mountain(s),René Bittinger,FRA,1979,René_Bittinger,Mountain stage,1954-10-09,Villé
2,1979-06-29,24.0,Luchon,Superbagnères,Individual time trial,Bernard Hinault,FRA,1979,Bernard_Hinault,Time trial,1954-11-14,Yffiniac
3,1979-06-30,180.0,Luchon,Pau,Stage with mountain(s),Bernard Hinault,FRA,1979,Bernard_Hinault,Mountain stage,1954-11-14,Yffiniac
4,1979-07-01,87.0,Captieux,Bordeaux,Team time trial,TI–Raleigh–McGregor,,1979,TI–Raleigh–McGregor,Flat stage,,
5,1979-07-02,145.0,Neuville-de-Poitou,Angers,Plain stage,Jan Raas,NED,1979,Jan_Raas,Flat stage,1952-11-08,Heinkenszand
6,1979-07-03,239.0,Angers,Saint-Brieuc,Plain stage,Jos Jacobs,BEL,1979,Jos_Jacobs,Flat stage,1953-01-28,Vorselaar
7,1979-07-04,158.0,Saint-Hilaire-du-Harcouët,Deauville,Plain stage,Leo van Vliet,NED,1979,Leo_van_Vliet,Flat stage,1955-11-15,Honselersdijk
8,1979-07-05,90.0,Deauville,Le Havre,Team time trial,TI–Raleigh–McGregor,,1979,TI–Raleigh–McGregor,Flat stage,,
9,1979-07-06,201.0,Amiens,Roubaix,Plain stage,Ludo Delcroix,BEL,1979,Ludo_Delcroix,Flat stage,1950-10-28,Kalmthout
10,1979-07-07,124.0,Roubaix,Brussels,Plain stage,Jo Maas,NED,1979,Jo_Maas,Flat stage,1954-10-06,Eijsden
11,1979-07-08,33.0,Brussels,Brussels,Individual time trial,Bernard Hinault,FRA,1979,Bernard_Hinault,Time trial,1954-11-14,Yffiniac
12,1979-07-09,193.0,Rochefort,Metz,Plain stage,Christian Seznec,FRA,1979,Christian_Seznec,Flat stage,1952-11-19,Brest
13,1979-07-10,202.0,Metz,Ballon d'Alsace,Hilly stage,Pierre-Raymond Villemiane,FRA,1979,Pierre-Raymond_Villemiane,,1951-03-12,Pineuilh
14,1979-07-11,248.0,Belfort,Évian-les-Bains,Plain stage,Marc Demeyer,BEL,1979,Marc_Demeyer,Flat stage,1950-04-19,Avelghem
15,1979-07-12,54.0,Évian-les-Bains,Morzine Avoriaz,Individual time trial,Bernard Hinault,FRA,1979,Bernard_Hinault,Time trial,1954-11-14,Yffiniac
16,1979-07-13,201.0,Morzine Avoriaz,Les Menuires,Stage with mountain(s),Lucien Van Impe,BEL,1979,Lucien_Van_Impe,Mountain stage,1946-10-20,Erpe-Mere
17,1979-07-15,167.0,Les Menuires,Alpe d'Huez,Stage with mountain(s),Joaquim Agostinho,POR,1979,Joaquim_Agostinho,Mountain stage,1943-04-07,Torres Vedras
18,1979-07-16,119.0,Alpe d'Huez,Alpe d'Huez,Stage with mountain(s),Joop Zoetemelk,NED,1979,Joop_Zoetemelk,Mountain stage,1946-12-03,
19,1979-07-17,162.0,Alpe d'Huez,Saint-Priest,Plain stage,Dietrich Thurau,GER,1979,Dietrich_Thurau,Flat stage,1954-11-09,Francfort-sur-le-Main
20,1979-07-18,240.0,Saint-Priest,Dijon,Plain stage,Serge Parsani,ITA,1979,Serge_Parsani,Flat stage,1952-08-28,Gorcy
21,1979-07-19,49.0,Dijon,Dijon,Individual time trial,Bernard Hinault,FRA,1979,Bernard_Hinault,Time trial,1954-11-14,Yffiniac
22,1979-07-20,189.0,Dijon,Auxerre,Plain stage,Gerrie Knetemann,NED,1979,Gerrie_Knetemann,Flat stage,1951-03-06,Amsterdam
23,1979-07-21,205.0,Auxerre,Nogent-sur-Marne,Plain stage,Bernard Hinault,FRA,1979,Bernard_Hinault,Flat stage,1954-11-14,Yffiniac
24,1979-07-22,180.0,Le Perreux-sur-Marne,Paris,Plain stage,Bernard Hinault,FRA,1979,Bernard_Hinault,Flat stage,1954-11-14,Yffiniac
P,1978-06-29,5.0,Leiden,Leiden,Individual time trial,Jan Raas,NED,1978,Jan_Raas,Time trial,1952-11-08,Heinkenszand
1a,1978-06-30,135.0,Leiden,Sint Willebrord,Plain stage,Jan Raas,NED,1978,Jan_Raas,Flat stage,1952-11-08,Heinkenszand
1b,1978-06-30,100.0,Sint Willebrord,Brussels,Plain stage,Walter Planckaert,BEL,1978,Walter_Planckaert,Flat stage,1948-04-08,Nevele
2,1978-07-01,199.0,Brussels,Saint-Amand-les-Eaux,Plain stage,Jacques Esclassan,FRA,1978,Jacques_Esclassan,Flat stage,1948-09-03,Castres
3,1978-07-02,244.0,Saint-Amand-les-Eaux,Saint-Germain-en-Laye,Plain stage,Klaus-Peter Thaler,GER,1978,Klaus-Peter_Thaler,Flat stage,1949-05-14,Netphen
4,1978-07-03,153.0,Évreux,Caen,Team time trial,TI–Raleigh–McGregor,,1978,TI–Raleigh–McGregor,Flat stage,,
5,1978-07-04,244.0,Caen,Mazé-Montgeoffroy,Plain stage,Freddy Maertens,BEL,1978,Freddy_Maertens,Flat stage,1952-02-13,Nieuport
6,1978-07-05,162.0,Mazé-Montgeoffroy,Poitiers,Plain stage,Sean Kelly,IRE,1978,Sean_Kelly,Flat stage,1956-05-24,Waterford
7,1978-07-06,242.0,Poitiers,Bordeaux,Plain stage,Freddy Maertens,BEL,1978,Freddy_Maertens,Flat stage,1952-02-13,Nieuport
8,1978-07-07,59.0,Saint-Émilion,Sainte-Foy-la-Grande,Individual time trial,Bernard Hinault,FRA,1978,Bernard_Hinault,Time trial,1954-11-14,Yffiniac
9,1978-07-08,233.0,Bordeaux,Biarritz,Plain stage,Miguel Maria Lasa,ESP,1978,Miguel_Maria_Lasa,Flat stage,1947-11-04,Oiartzun
10,1978-07-10,192.0,Biarritz,Pau,Hilly stage,Henk Lubberding,NED,1978,Henk_Lubberding,,1953-08-04,Voorst
11,1978-07-11,161.0,Pau,Saint-Lary-Soulan Pla d'Adet,Stage with mountain(s),Mariano Martínez,FRA,1978,Mariano_Martínez,Mountain stage,1948-09-20,Burgos
12a,1978-07-12,158.0,Tarbes,Valence d'Agen,Plain stage,Cancelled,,1978,Cancelled,Flat stage,,
12b,1978-07-12,96.0,Valence d'Agen,Toulouse,Plain stage,Jacques Esclassan,FRA,1978,Jacques_Esclassan,Flat stage,1948-09-03,Castres
13,1978-07-13,221.0,Figeac,Super Besse,Hilly stage,Paul Wellens,BEL,1978,Paul_Wellens,,,
14,1978-07-14,52.0,Besse-en-Chandesse,Puy de Dôme,Individual time trial,Joop Zoetemelk,NED,1978,Joop_Zoetemelk,Time trial,1946-12-03,
15,1978-07-15,196.0,Saint-Dier-d'Auvergne,Saint-Étienne,Hilly stage,Bernard Hinault,FRA,1978,Bernard_Hinault,,1954-11-14,Yffiniac
16,1978-07-16,241.0,St-Étienne,Alpe d'Huez,Stage with mountain(s),Hennie Kuiper,NED,1978,Hennie_Kuiper,Mountain stage,1949-02-03,Dinkelland
17,1978-07-18,225.0,Grenoble,Morzine,Stage with mountain(s),Christian Seznec,FRA,1978,Christian_Seznec,Mountain stage,1952-11-19,Brest
18,1978-07-19,137.0,Morzine,Lausanne,Plain stage,Gerrie Knetemann,NED,1978,Gerrie_Knetemann,Flat stage,1951-03-06,Amsterdam
19,1978-07-20,182.0,Lausanne,Belfort,Plain stage,Marc Demeyer,BEL,1978,Marc_Demeyer,Flat stage,1950-04-19,Avelghem
20,1978-07-21,72.0,Metz,Nancy,Individual time trial,Bernard Hinault,FRA,1978,Bernard_Hinault,Time trial,1954-11-14,Yffiniac
21,1978-07-22,207.0,Epernay,Senlis,Plain stage,Jan Raas,NED,1978,Jan_Raas,Flat stage,1952-11-08,Heinkenszand
22,1978-07-23,162.0,Saint Germain en Laye,Paris,Plain stage,Gerrie Knetemann,NED,1978,Gerrie_Knetemann,Flat stage,1951-03-06,Amsterdam
P,1977-06-30,5.0,Fleurance,Fleurance,Individual time trial,Dietrich Thurau,FRG,1977,Dietrich_Thurau,Time trial,1954-11-09,Francfort-sur-le-Main
1,1977-07-01,237.0,Fleurance,Auch,Plain stage,Pierre-Raymond Villemiane,FRA,1977,Pierre-Raymond_Villemiane,Flat stage,1951-03-12,Pineuilh
2,1977-07-02,253.0,Auch,Pau,Stage with mountain(s),Dietrich Thurau,FRG,1977,Dietrich_Thurau,Mountain stage,1954-11-09,Francfort-sur-le-Main
3,1977-07-03,248.0,Oloron-Sainte-Marie,Vitoria-Gasteiz,Stage with mountain(s),José Nazabal,ESP,1977,José_Nazabal,Mountain stage,1951-07-01,Zaldibia
4,1977-07-04,256.0,Vitoria-Gasteiz,Seignosse le Penon,Stage with mountain(s),Régis Delépine,FRA,1977,Régis_Delépine,Mountain stage,1946-12-22,La Bohalle
5a,1977-07-05,139.0,Morcenx,Bordeaux,Plain stage,Jacques Esclassan,FRA,1977,Jacques_Esclassan,Flat stage,1948-09-03,Castres
5b,1977-07-05,30.0,Bordeaux,Bordeaux,Individual time trial,Dietrich Thurau,FRG,1977,Dietrich_Thurau,Time trial,1954-11-09,Francfort-sur-le-Main
6,1977-07-07,225.0,Bordeaux,Limoges,Plain stage,Jan Raas,NED,1977,Jan_Raas,Flat stage,1952-11-08,Heinkenszand
7a,1977-07-08,140.0,Jaunay-Clan,Angers,Plain stage,Patrick Sercu,BEL,1977,Patrick_Sercu,Flat stage,1944-06-27,Roulers
7b,1977-07-08,4.0,Angers,Angers,Team time trial,Fiat France,,1977,Fiat_France,Flat stage,,
8,1977-07-09,247.0,Angers,Lorient,Plain stage,Giacinto Santambrogio,ITA,1977,Giacinto_Santambrogio,Flat stage,1945-04-25,Seregno
9,1977-07-10,187.0,Lorient,Rennes,Stage with mountain(s),Klaus-Peter Thaler,FRG,1977,Klaus-Peter_Thaler,Mountain stage,1949-05-14,Netphen
10,1977-07-11,174.0,Bagnoles-de-l'Orne,Rouen,Plain stage,Fedor den Hertog,NED,1977,Fedor_den_Hertog,Flat stage,1946-04-20,Utrecht
11,1977-07-12,242.0,Rouen,Roubaix,Plain stage,Jean-Pierre Danguillaume,FRA,1977,Jean-Pierre_Danguillaume,Flat stage,1946-05-25,Joué-lès-Tours
12,1977-07-13,193.0,Roubaix,Charleroi,Stage with mountain(s),Patrick Sercu,BEL,1977,Patrick_Sercu,Mountain stage,1944-06-27,Roulers
13a,1977-07-14,46.0,Freiburg,Freiburg,Plain stage,Patrick Sercu,BEL,1977,Patrick_Sercu,Flat stage,1944-06-27,Roulers
13b,1977-07-14,160.0,Altkirch ,Besançon,Plain stage,Jean-Pierre Danguillaume,FRA,1977,Jean-Pierre_Danguillaume,Flat stage,1946-05-25,Joué-lès-Tours
14,1977-07-16,230.0,Besançon,Thonon-les-Bains,Stage with mountain(s),Bernard Quilfen,FRA,1977,Bernard_Quilfen,Mountain stage,1949-04-20,Argenteuil
15a,1977-07-17,105.0,Thonon-les-Bains,Morzine,Stage with mountain(s),Paul Wellens,BEL,1977,Paul_Wellens,Mountain stage,,
15b,1977-07-17,14.0,Morzine,Avoriaz,Individual time trial,Lucien Van Impe,BEL,1977,Lucien_Van_Impe,Time trial,1946-10-20,Erpe-Mere
16,1977-07-18,121.0,Morzine,Chamonix,Stage with mountain(s),Dietrich Thurau,FRG,1977,Dietrich_Thurau,Mountain stage,1954-11-09,Francfort-sur-le-Main
17,1977-07-19,185.0,Chamonix,Alpe d'Huez,Stage with mountain(s),Hennie Kuiper,NED,1977,Hennie_Kuiper,Mountain stage,1949-02-03,Dinkelland
18,1977-07-20,199.0,Rossignol Voiron,Saint-Étienne,Stage with mountain(s),no winner,,1977,no_winner,Mountain stage,,
19,1977-07-21,172.0,Saint-Trivier-sur-Moignans,Dijon,Plain stage,Gerrie Knetemann,NED,1977,Gerrie_Knetemann,Flat stage,1951-03-06,Amsterdam
20,1977-07-22,50.0,Dijon,Dijon,Individual time trial,Bernard Thévenet,FRA,1977,Bernard_Thévenet,Time trial,1948-01-10,Saint-Julien-de-Civry
21,1977-07-23,142.0,Montereau-Fault-Yonne,Versailles,Plain stage,Gerrie Knetemann,NED,1977,Gerrie_Knetemann,Flat stage,1951-03-06,Amsterdam
22a,1977-07-24,6.0,Paris,Paris,Individual time trial,Dietrich Thurau,FRG,1977,Dietrich_Thurau,Time trial,1954-11-09,Francfort-sur-le-Main
22b,1977-07-24,91.0,Paris,Paris,Plain stage,Alain Meslet,FRA,1977,Alain_Meslet,Flat stage,1950-02-08,Averton
P,1976-06-24,8.0,Saint-Jean-de-Monts,Saint-Jean-de-Monts,Individual time trial,Freddy Maertens,BEL,1976,Freddy_Maertens,Time trial,1952-02-13,Nieuport
1,1976-06-25,173.0,Saint-Jean-de-Monts,Angers,Flat Stage,Freddy Maertens,BEL,1976,Freddy_Maertens,Flat stage,1952-02-13,Nieuport
2,1976-06-26,237.0,Angers,Caen,Flat Stage,Giovanni Battaglin,ITA,1976,Giovanni_Battaglin,Flat stage,1951-07-22,Marostica
3,1976-06-27,37.0,Le Touquet-Paris-Plage,Le Touquet-Paris-Plage,Individual time trial,Freddy Maertens,BEL,1976,Freddy_Maertens,Time trial,1952-02-13,Nieuport
4,1976-06-28,258.0,Le Touquet-Paris-Plage,Bornem,Flat Stage,Hennie Kuiper,NED,1976,Hennie_Kuiper,Flat stage,1949-02-03,Dinkelland
5a,1976-06-29,4.0,Leuven,Leuven,Team time trial,TI–Raleigh–Campagnolo,,1976,TI–Raleigh–Campagnolo,Flat stage,,
5b,1976-06-29,144.0,Leuven,Verviers,Half Stage,Miguel-Maria Lasa,ESP,1976,Miguel-Maria_Lasa,Flat stage,1947-11-04,Oiartzun
6,1976-06-30,209.0,Bastogne,Nancy,Flat Stage,Aldo Parecchini,ITA,1976,Aldo_Parecchini,Flat stage,1950-12-21,Nave
7,1976-07-01,206.0,Nancy,Mulhouse,Flat Stage,Freddy Maertens,BEL,1976,Freddy_Maertens,Flat stage,1952-02-13,Nieuport
8,1976-07-02,220.0,Valentigney,Divonne-les-Bains,Flat Stage,Jacques Esclassan,FRA,1976,Jacques_Esclassan,Flat stage,1948-09-03,Castres
9,1976-07-04,258.0,Divonne-les-Bains,Alpe d'Huez,Mountain Stage,Joop Zoetemelk,NED,1976,Joop_Zoetemelk,Mountain stage,1946-12-03,
10,1976-07-05,166.0,Le Bourg-d'Oisans,Montgenèvre,Mountain Stage,Joop Zoetemelk,NED,1976,Joop_Zoetemelk,Mountain stage,1946-12-03,
11,1976-07-06,224.0,Montgenèvre,Manosque,Mountain Stage,José-Luis Viejo,ESP,1976,José-Luis_Viejo,Mountain stage,,
12,1976-07-08,205.0,Le Barcarès,Pyrénées 2000,Mountain Stage,Raymond Delisle,FRA,1976,Raymond_Delisle,Mountain stage,1943-03-11,Ancteville
13,1976-07-09,188.0,Font-Romeu-Odeillo-Via,Saint-Gaudens,Mountain Stage,Willy Teirlinck[8],BEL,1976,Willy_Teirlinck[8],Mountain stage,,
14,1976-07-10,139.0,Saint-Gaudens,Saint-Lary-Soulan,Mountain Stage,Lucien Van Impe,BEL,1976,Lucien_Van_Impe,Mountain stage,1946-10-20,Erpe-Mere
15,1976-07-11,195.0,Saint-Lary-Soulan,Pau,Mountain Stage,Wladimiro Panizza,ITA,1976,Wladimiro_Panizza,Mountain stage,1945-06-05,Fagnano Olona
16,1976-07-12,152.0,Pau,Fleurance,Flat Stage,Michel Pollentier,BEL,1976,Michel_Pollentier,Flat stage,1951-02-13,Dixmude
17,1976-07-13,39.0,Fleurance,Auch,Individual time trial,Ferdinand Bracke,BEL,1976,Ferdinand_Bracke,Time trial,1939-05-25,Hamme
18a,1976-07-14,86.0,Auch,Langon,Half Stage,Freddy Maertens,BEL,1976,Freddy_Maertens,Flat stage,1952-02-13,Nieuport
18b,1976-07-14,123.0,Langon,Lacanau,Half Stage,Freddy Maertens,BEL,1976,Freddy_Maertens,Flat stage,1952-02-13,Nieuport
18c,1976-07-14,70.0,Lacanau,Bordeaux,Half Stage,Gerben Karstens,NED,1976,Gerben_Karstens,Flat stage,1942-01-14,Voorburg
19,1976-07-15,220.0,Sainte-Foy-la-Grande,Tulle,Flat Stage,Hubert Mathis,FRA,1976,Hubert_Mathis,Flat stage,1950-03-12,Renansart
20,1976-07-16,220.0,Tulle,Puy de Dôme,Mountain Stage,Joop Zoetemelk,NED,1976,Joop_Zoetemelk,Mountain stage,1946-12-03,
21,1976-07-17,145.0,Montargis,Versailles,Flat Stage,Freddy Maertens,BEL,1976,Freddy_Maertens,Flat stage,1952-02-13,Nieuport
22a,1976-07-18,6.0,Paris,Paris,Individual time trial,Freddy Maertens,BEL,1976,Freddy_Maertens,Time trial,1952-02-13,Nieuport
22b,1976-07-18,91.0,Paris,Paris,Half Stage,Gerben Karstens,NED,1976,Gerben_Karstens,Flat stage,1942-01-14,Voorburg
P,1975-06-26,6.0,Charleroi,Charleroi,Individual time trial,Francesco Moser,ITA,1975,Francesco_Moser,Time trial,1951-06-19,Giovo
1a,1975-06-27,94.0,Charleroi,Molenbeek,Plain stage,Cees Priem,NED,1975,Cees_Priem,Flat stage,1950-10-27,Ovezande
1b,1975-06-27,109.0,Molenbeek,Roubaix,Plain stage,Rik Van Linden,BEL,1975,Rik_Van_Linden,Flat stage,1949-07-28,Wilrijk
